tweetid,text,spots
45538035588268033,Enter to win FREE tickets to my Houston show March 29th! http://fb.me/Syn4urDt,"['tickets', 'Houston', 'March', 'March 29th', 'show', 'win', '29th', 'FREE', 'to', 'Enter']"
49295890829156352,Dad doing his best charlie sheen impression. WINNINGGGGGG. http://plixi.com/p/85388525,"['Dad', 'impression', 'his', 'doing', 'charlie', 'doing his best', 'charlie sheen', 'sheen', 'best']"
43728233082003456,UPDATE 1-Finmeccanica to sell power unit to First Reserve-source - http://newzfor.me/0/1ef1,"['sell', 'power', 'Finmeccanica', 'reserve', 'UPDATE', 'power unit', 'source', 'First', 'unit', 'First reserve']"
46015149093552128,"I hate grammar nazis, punctuation klansmen and spelling pedophiles. #peace","['klansmen', 'peace', 'grammar', 'grammar nazis', 'punctuation', 'spelling', 'hate', 'nazis', 'pedophiles']"
48531204248580096,"@EmOsmentChile I wish I had your economy class, daaaaaayum","['I wish', 'wish', 'economy class', 'I', 'wish I', 'class', 'economy']"
49384504019795968,Morning tweet fam,[]
47376375765680129,"RT @EducationFTI: Tweets to 6.5 million followers in the name of #girlseducation: Thanks @Shakira, @jessicaalba and @angeliquekidjo! htt ...","['RT', 'name', 'of', 'million', 'htt', 'followers', 'Thanks', 'in', 'Tweets', 'the', 'Shakira']"
17444585848446976,::jada voice:: Aaahhhhhaaaaaa,[]
49921983802114048,#100factsaboutme I would never list 100 facts about me on twitter. Maybe 10! Lol.,[]
47366793404235776,"@Feminine_Eminem thanks! I tried to be real about how angry these kids are. And how ""it's get's better"" is a bit of an over-simplification","['real', 'be', 'kids', 'tried', 'to', 'I', 'angry', 'these kids', 'Eminem', 'to be real', 'Feminine', 'these', 'thanks', 'be real', 'bit', 'I tried']"
50071335975653376,RT @shakeitouttt: @AFineFrenzy A park right up the street from my school.. It holds an absurd amount of wonderful memories. (: http://t ...,"['RT', 'school', 'right', 'my school', 'memories', 'park', 'up', 'street', 'absurd', 'wonderful', 'my']"
49348794709577728,RT @__CellarDoor__: from Tokyo. Peace@AFineFrenzy  http://yfrog.com/h729hfwj,"['RT', 'Peace', 'Tokyo']"
49901538012971008,"RT @michaelpfalcone: As Obama speaks, countdown clock on @timpawlenty's Facebook page hits T-minus 27 to the announcement","['RT', 'hits', 'T-minus', 'clock', 'minus', 'countdown', 't minus', 'countdown clock', 'Facebook', 'page hits', 'page', 'Obama']"
46234634299772928,"Feliz Viernes! Aqui en Chicago, jugamos esta noche. Go Hawks!",[]
19200634553106432,Square biz.,[]
44815766364758016,Wow 11 000 likes on facebook :) !! http://www.facebook.com/pages/Marion-Raven/78524277820 http://fb.me/V5H7PW0l,"['Wow', 'facebook', 'likes']"
26000235377463296,"BOH to appear on Austin City Limits airing this Saturday, January 15th. Check local listings for show times: http://austincitylimits.org/","['City', 'Limits', 'show', 'January', 'local', 'January 15th', 'Check', 'BOH', 'Austin City Limits', 'times', 'Austin', 'Saturday', '15th']"
49014456054857728,"At Narita airport, watching @arwacnn report in Benghazi. So much for Gadhafi's ceasefire. How quickly will the int'l community respond?","['Benghazi', 'Gadhafi', 'watching', 'int', 'respond', 'Narita', 'community', 'will', 'airport', 'report', 'ceasefire', 'Narita airport']"
33442468166897664,"Hr meg p filmpolitiet p P3 i dag :) og se meg p ""fredag"" TV2 i kveld!",[]
46576709331451904,RT @Spidey_4: did u find a good nyc restaurant last nite? -yes! We went 2 lucky strike - awesome french bistro style & gr8 music.,"['awesome', 'style', 'yes', 'lucky strike', 'RT', 'We', 'music', 'nite', 'strike', 'We went', 'last nite', 'bistro', 'good', 'lucky', 'french', 'did u', 'nyc', 'last', 'Spidey', 'restaurant', 'did', 'gr8', 'u', 'went']"
46842662942289920,VIP packages just went on sale for my El Cajon (San Diego) show April 3rd! Buy them directly on my website.... http://fb.me/INTH2Y3a,"['Cajon', 'El', 'April', 'Buy', 'San', '3rd', 'Diego', 'San Diego', 'VIP', 'sale', 'website', 'April 3rd', 'El Cajon', 'show', 'packages']"
48958274778828800,Little Dragon I saw this band yesterday and fell in love... http://goo.gl/fb/N6u4p,"['Little', 'love', 'yesterday', 'Dragon', 'band', 'fell', 'Little Dragon', 'saw']"
49291616581722112,"RT @TheDailyLove: RT @MastinKipp: Instead of getting caught up, decide to let go",[]
48104098721050624,@Always_Fierce will.i.am is not a genius. you may be confusing him with will.i.am shakespeare.,"['may', 'Always', 'will.i.am', 'genius', 'shakespeare', 'Fierce', 'you', 'him']"
43779608595791872,@fucktyler Hahahahaha you're fucking awesome.,[]
49894146386837504,Awaiting POTUS & Chilean pres for jt presser. 1st time since Libya strkes that Obama has answered Qs http://yfrog.com/h2ldfycxj,"['Chilean', 'Qs', 'presser', 'Libya', 'jt', '1st', 'time', 'POTUS', 'Obama']"
43027354032939008,Any1 else think kim kardashian sound like cassie,"['sound', 'kardashian', 'else', 'kim kardashian', 'kim', 'think', 'cassie']"
47062616882946048,RT @kaddaki: leo & i went 2 #clintonstreetbakingco 2day & we R on a sugar high #heaven! Thx 4 the tip :) http://t.co/QYdnBL1&lt;my pleasure,[]
46670732331188224,God Bless Japan,"['Bless', 'God', 'Japan']"
43620332719976448,"The largest B2B wholesale network of UK wholesalers with a huge wholesale directory featuring hundreds of verified wholesalers, wholesale s","['huge', 'verified', 'network', 'wholesale', 'wholesalers', 'hundreds', 'UK', 'directory', 'B2B']"
48268312085405696,"@mitchelitis hahaha wow, that's actually true, I forgot about that. Method acting? Or maybe we're just secretly madly in love...? hmmm","['secretly', 'about', 'love', 'that', 'Method acting', 'maybe', 'wow', 'in', 'we', 'about that', 're', 'acting', 'madly', 'hahaha', 'true', 'Method', 'hmmm']"
41034955039588352,I have called for an emergency meeting in the North Atlantic Council today to discuss Libya,"['North', 'Libya', 'emergency', 'North Atlantic Council', 'Council', 'Atlantic', 'meeting', 'today']"
49202335787921408,Trying to go to spin lounge... I heard they have free water... #spinsxsw #spinlounge #spinloft #yummywater,"['water', 'I', 'free', 'lounge', 'heard', 'go', 'I heard', 'spin', 'free water']"
49685777046716416,Ahh! RT @LuckiePierre: about to land in LA when the plane shot up and down violently and then full speed up. Now on emer. divert back to LV.,"['RT', 'and', 'land', 'shot', 'full', 'violently', 'up', 'up and down', 'down', 'plane', 'LV', 'back', 'emer', 'full speed', 'divert', 'Now', 'speed', 'speed up']"
18546703174995968,Geesh...I have got to be thee worst gift wrapper ever! Lol Where's @krysdammit_tena when ya need her???,[]
50291346082242560,10 Tips for Posting on Your Brands Facebook Page - http://on.mash.to/hIO8lU,"['Brands', 'Tips', 'Facebook', 'Page']"
40343962950565889,Home sweet home! Welcome jetlag!,"['jetlag', 'sweet', 'Welcome', 'Home', 'home', 'Home sweet home']"
48857561126027265,The bday that never ends! We've now officially crossed countries to celebrate. My boys got me a record player! http://plixi.com/p/85010816,"['me', 'We', 've', 'countries', 'bday', 'My', 'record player', 'player', 'boys', 'crossed', 'now', 'My boys', 'celebrate', 'record']"
49932070495076352,RT @TeamFreshness: If You Love & Support @SkyeTunes @NICQUEENCOLE @crystalisbarbie .. Follow us !!! We're (cont) http://tl.gd/9dghhq,"['RT', 'We', 'Love', 'cont', 'Support', 'us', 're', 'Follow', 'You', 'Follow us', 'If']"
49292804681252864,RT @kmmayo439: @NICQUEENCOLE nobody leaves here without singin the blues......LOL!!&lt; Ha!!!,"['RT', 'leaves', 'nobody', 'here', 'singin', 'LOL', 'the', 'Ha', 'blues']"
50186273138282496,RT @ralphmarston: Strength is when you choose to live as the authentic person you are.,"['RT', 'Strength', 'person', 'live', 'you are', 'are', 'you', 'authentic']"
18794387232268288,Game time.,[]
43721917559091200,"The 3 types of searches people make: Navigational, Informational, Transactional. Optimise your content and website(s) for them all.",[]
46649582242893825,Shooting w the legendary Patrick Demarchelier 2day. He's simply amazing! http://plixi.com/p/83507918,"['Patrick', 'amazing', 'simply', 'Patrick Demarchelier', 'legendary', '2day', 'Shooting', 'simply amazing']"
50239687956238336,Is Give2gether a Google Analytics for Philanthropy? - http://on.mash.to/eHuT0W,"['Google Analytics', 'Philanthropy', 'Google', '2gether', 'Analytics']"
43652999150706688,EU budget committee votes to restrict its own budget - http://newzfor.me/0/1r81,"['restrict', 'votes', 'budget', 'EU budget', 'budget committee', 'committee', 'EU']"
49616923142524928,Cast of @MBruce83's song at http://youtu.be/BVcEXh1Nj2M includes @Julie_Atherton @russelltovey @Sheridansmith1 @MrStevieWebb,"['Cast', 'Julie_Atherton', 'song']"
49227755312787456,SXSW 2011 Street Art #everyonelovesjapan http://goo.gl/fb/6zvjH,"['Street Art', 'SXSW', '2011', 'Art', 'Street']"
50009314915663872,"also, this is a short but super cool forest-related article i think you'd enjoy from the @IUCN http://tinyurl.com/65kh4ss","['enjoy', 'short', 'article i', 'you', 'IUCN', 'forest', 'article', 'super cool', 'super', 'think', 'cool']"
43711578012532737,"However, I've not listened to my dear Jenny for a few hours *plays*",[]
9589508966187008,              http://on.fb.me/fW77DU,[]
18840162360365057,Chinese food on deck... the halls!,"['on', 'Chinese', 'deck', 'food', 'on deck', 'Chinese food', '...', 'the', 'halls']"
46580257704259584,RT @nicolerichie: Please donate to relief efforts by texting the word REDCROSS to 90999 so you can donate $10 to the organization. RT!!,"['RT', 'word', 'Please', 'texting', 'REDCROSS', 'so', 'relief', 'organization', 'you', 'donate', 'can']"
7466981229854720,       -               ,[]
50071152575516672,"RT @JenGypsy: @afinefrenzy Angel Oak in SC. estimated to be 1500 years old. 17,000+ sq ft of shade. my fave place in charleston. http:// ...","['RT', 'old', 'Angel', 'fave', 'sq', 'Oak', 'Angel Oak', 'shade', 'charleston', 'SC', 'ft', 'sq ft']"
49869747491323904,"Bit of confusion from the two pool reports, one said ""couple of weeks"" regarding handover, another said ""days not weeks"" -- will clear up","['confusion', 'clear', 'up', 'one', 'will', 'handover', 'Bit', 'weeks', 'pool']"
46584916535812096,Hey- Just added some more pics to my DIY album. The decorations are for a shower for my friend Jessica James... http://fb.me/BqtO1pdK,"['album', 'Jessica', 'my friend', 'James', 'Hey', 'pics', 'shower', 'DIY', 'decorations', 'my', 'friend']"
39717686799896577,"Fascinating video, on language as a window into human nature.http://www.youtube.com/watch?v=3-son3EJTrU",[]
18746384475750402,"Starting today and for a limited time only, download Infinite Arms for only $5 from Amazon MP3: http://lnk.ms/GvS44","['Amazon MP3', 'Arms', 'Infinite', 'Amazon', 'Infinite Arms', 'MP3', 'time', 'download', 'Starting today', 'Starting', 'today']"
48822480667820032,My Spring 2011 starts next Saturday! Who is coming out? http://scottstappofficial.com/events http://fb.me/sr8bd906,"['Spring', 'Who', 'next', 'coming', 'coming out', 'Saturday', 'out']"
18958825910444033,@msbhavin :: @Neneleakes voice:: Boop!,[]
48860656274911232,Awesome post from @wolfblitzercnn: Behind the scenes on Clinton's Mideast trip - http://bit.ly/fdjLsu #cnn,"['Clinton', 'Awesome', 'scenes', 'trip', 'Behind the scenes', 'Behind', 'Mideast', 'cnn', 'post', 'the']"
47433257859555328,very powerful video from @womensvoicesnow http://www.youtube.com/user/WomensVoicesNow#p/a/u/1/FYe9_sw5EBQ,['video']
17959296583077888,2 more Xmas gifts to pick up and I'll be done w/ my shopping! Yaaaay,"[""I'll"", ""I'll be"", 'shopping', 'be', 'll', 'up', 'pick up', 'gifts', 'pick', 'Xmas']"
32230984111890434,"BOH will perform at the Johnny Mercer Theater in Savannah, GA on April 4th as part of the Savannah Music Festival. http://bit.ly/hzi4RF","['will', 'Theater', 'Johnny', 'Savannah', 'Savannah Music Festival', 'BOH', 'April', '4th', 'Music', 'GA', 'Johnny Mercer', 'Festival', 'Mercer', 'April 4th', 'Savannah GA']"
33274367504814080,"Fantastisk anmeldelse av ""To p rmmen"" :D http://www.filmogkino.no/article404840.ece http://fb.me/TgmzZEm7",[]
50295013007040512,Google Receives Patent For Its Doodles - http://on.mash.to/el22nk,"['Patent', 'Doodles', 'Google']"
50238726328172545,Happy birthday @wolfblitzercnn!,[]
48160289945960448,Thanks to all tweeps who expressed condolences. Very much appreciated. #fgs,"['condolences', 'who', 'Thanks', 'expressed', 'fgs']"
49911281569902592,"Taking over a radio station 2morrow. If you could pick 14 songs I should play, what would they be? *aside from my music*   Help me out???","['me', 'Help', 'play', '14 songs', '14', 'my music', 'radio station', 'Taking', 'out', 'aside', 'Help me', 'Taking over', 'station', 'radio', 'pick', 'music', 'you', 'songs', 'my', 'over', 'If']"
47832072605282304,Dogtown's parade this week celebrates St. Patrick and a great neighborhood. Please remember the neighborhood part. #fgs,"['week', 'neighborhood', 'parade', 'St Patrick', 'this', 'this week', 'Please', 'St', 'Dogtown', 'Patrick', 'fgs', 'remember']"
50287390081826816,Shazam Taps Into Your Facebook Friends for Deeper Music Discovery - http://on.mash.to/ei0Ck7,"['Taps', 'Shazam', 'Deeper', 'Facebook', 'Music', 'Friends', 'Discovery']"
47698255169073152,"I am rooting for the Wash U Bears in this week's NCAA Div III Final Four. Go, ladies! #fgs","['week', 'this', 'ladies', 'Bears', 'Final Four', 'rooting', 'I', 'this week', 'NCAA', 'am', 'Wash U', 'fgs', 'Four', 'Wash', 'U', 'Go', 'I am', 'Div', 'III', 'Final']"
48810631041781760,Obama set to deliver a response on #Libya soon,"['set', 'deliver', 'Libya', 'Obama']"
47348651533672448,In the studio all day. We got turkey sammidges in dis bitch! #bitchesarepeopletoo  http://t.co/k0QymIG,"['turkey', 'all', 'all day', 'We', 'studio', 'bitch', 'In', 'the', 'day', 'dis']"
49502776174186497,"The sun is offering a spirited response to the #supermoon. Given the clouds last night, I give the edge to Sol. #fgs","['clouds', 'offering', 'sun', 'Sol', 'supermoon', 'spirited', 'edge', 'night', 'last night', 'last', 'fgs']"
43659895983181824,"RT @scandipop: So Soundfactory is remixing Le Kid, The Attic are remixing Loreen, and now I hear that 7th Heaven MIGHT be remixing Jenny ...","['RT', 'remixing', 'now', 'Le', 'Jenny', 'Attic', 'Le Kid', 'Heaven', 'hear', '7th Heaven', '7th', 'Loreen', 'Kid']"
32521249372512256,New April dates announced including New Orleans and a few shows with Kings of Leon. More details and ticket info here: http://bit.ly/dJHFJN,"['info', 'Orleans', 'dates', 'of', 'Leon', 'here', 'New Orleans', 'details', 'Kings', 'New', 'Kings of Leon', 'ticket', 'More']"
43303207996362752,@JulesB444 Just spotted the RT - thank you :),[]
43736146064314368,Oil backs down - http://newzfor.me/0/zz3,"['down', 'Oil', 'backs']"
40762831049736192,In Kyiv: we recognize the sovereign right of each nation to freely coose its security arrangements,"['we', 'right', 'recognize', 'sovereign', 'nation', 'Kyiv', 'arrangements', 'sovereign right', 'security']"
50314953617440768,Pop-Up Store Creates Buzz for Software Firm Podio - http://on.mash.to/eRl8kt,"['Firm', 'Pop-Up Store', 'Buzz', 'Podio', 'up', 'pop', 'pop up', 'Pop-Up', 'Store', 'Software']"
49888205876629504,"RT @americanrep: Win tix to the ""Rock Sensation"" Prometheus Bound @cluboberon. RT & follow @americanrep to enter - drawing at 6pm. http: ...","['RT', 'tix', 'enter', 'Sensation', 'Bound', 'Prometheus Bound', 'Prometheus', 'Rock', 'follow', 'drawing', 'pm']"
14216330668417024,                  ,[]
50203133401497600,"My back's been plaguing me all week. Finally got hold of someone recommended as ""the best in Europe"" Aren't they all. We shall see!","['me', 'week', 'We', 'We shall see', 'shall', 'Aren', 'back', 'Europe', 'see', 'the best', 'the', 'hold', 'best']"
49922544471515136,@MelbourneBitter @karlkwin your article on the pros/cons/image of twitter is SPOT ON. thank you... (link: http://bit.ly/hSzbZJ),"['ON', 'cons', 'thank', 'pros', 'image', 'SPOT', 'thank you', 'link', 'article', 'you', 'SPOT ON', 'twitter']"
47650806131994625,I posted a new photo to Facebook http://fb.me/WELjtTEj,"['photo', 'Facebook']"
43659687207505920,"@windsorbuoy I think it is great that you are being so positive about it, many people aren't but you've taken the right approach.  :)",[]
27494939336114176,"BOH to perform with Foo Fighters, Cee Lo Green & No Age at Wembley Arena in London on Feb. 25th! Details here: http://bit.ly/eGlvpq","['Arena', 'Cee', '25th', 'No', 'Lo', 'No Age', 'Foo Fighters', 'BOH', 'here', 'Fighters', 'Green', 'Wembley Arena', 'Age', 'London', 'Wembley', 'Foo', 'Cee Lo Green', 'Details']"
49434669510426624,@buse_sozeri hey how are u sweetie?,[]
43783485965602816,"new rap album coming. ""fuck it, get a bucket my stomach is gonna upchuck/Texas Ranger, no walker, get up, Chuck!""","['album', 'upchuck', 'stomach', 'Texas Ranger', 'get', 'up', 'bucket', 'fuck', 'it', 'Ranger', 'rap', 'walker', 'fuck it', 'Texas', 'get up']"
46256358760255489,"Jeg elsker Kaizers ""hjerteknuser""!!!",[]
49365299300016128,This sweatshirt is worth 200 dollars among friends.  http://plixi.com/p/85455003,[]
49954897872961536,@TheRealNaTashaP ;),[]
50202150139211776,"Oops, ""my bad"" as our US friends say. I'm not actually in these particular episodes. Which makes them even better. http://t.co/y16hzE8",[]
48732878892302336,"President Obama is expected to make remarks later today on Libya, a senior WH official tells CNN","['official', 'President Obama', 'Libya', 'later', 'WH', 'later today', 'CNN', 'President', 'senior', 'today', 'Obama']"
43713423741173760,Over 200 million cars to hit China's roads by 2020: official - http://newzfor.me/0/opt,"['official', 'hit', 'cars', 'million', 'China', 'roads']"
50071407220097024,RT @MelissaSwoosh: @AFineFrenzy the forest may not be green... but I love winter and this was a rare snowstorm in NC in front of my h ht ...,"['RT', 'love', 'winter', 'may', 'NC', 'ht', 'green', 'forest', 'front', 'rare', 'snowstorm']"
48732448950992896,Apologies to all for not looking at DMs at the moment. Taking a holiday from them...,"['Apologies', 'looking', 'moment', 'DMs', 'holiday']"
18946672293847040,#NP Frankie Beverly & Maze- Before I let go,"['Before I let go', 'Frankie', 'I', 'Frankie Beverly', 'Beverly', 'let', 'go', 'NP', 'Maze', 'Before']"
48590675775725568,"You have to give Michigan State credit, they have stayed with it and kept fighting. Wow! have to love #March #Madness","['Michigan State', 'love', 'Michigan', 'fighting', 'credit', 'State', 'Madness', 'March Madness', 'March', 'You', 'Wow']"
17742626560147456,About to take the Fam out for dinner and ice-cream :-),"['ice', 'dinner', 'Fam', 'ice-cream', 'cream', 'ice cream', 'out']"
43303146449145856,"i love #americanidol Pia Toscano was never my fave , but she knocked it out the box , its gunna be hard to top her","['box', 'Pia Toscano', 'love', 'out the box', 'gunna', 'fave', 'top', 'hard', 'Toscano', 'americanidol', 'she', 'Pia', 'the', 'out']"
49919418314137601,The station info:KSWD | the sound 100.3 | www.thesoundla.com | The show will air April 3rd...Keep giving me song ideas???,"['info', 'sound', 'www', 'KSWD', '3rd', 'show', 'song', 'ideas', 'me', 'air', 'will', 'April', 'station', 'April 3rd', 'Keep', 'com']"
9897066125852672,I hope everybody enjoys the events organized to celebrate National Day & feel proud in what we have achieved in 39 years,"['everybody', 'what', 'I', 'what we have', 'National', 'proud', 'we', 'Day', 'feel', 'hope', 'have', 'I hope', 'National Day', 'events', 'celebrate']"
46267599553708032,@juniorbh1324 ya Lo sabe!,[]
42905763978543104,Photos are great for engaging with your audiences. Upload images to Flickr.com and create slideshows with http://splashr.com/,"['Flickr.com', 'Upload', 'Photos', 'slideshows', 'images', 'Flickr']"
48919179000168448,"Our Gary Tuchman found 2 missing american teachers in #Japan. They are both alive! Great news, see it on #ac360 10p","['Tuchman', 'missing', 'alive', 'american', 'teachers', 'Gary', 'Japan', 'news', 'Gary Tuchman', 'Accra']"
48402892956246016,RT @STLMetro: Heading to Dogtown for the St. Pat's Parade? MetroBus has 3 routes to get you there...here's how. http://ow.ly/4gwrH #STL,"['RT', ""Pat's"", 'there', 'Pat', 'Parade', 'MetroBus', 'STL', 'how', 'get', ""St Pat's"", 'here', 'St', 'Dogtown', '...', 'you', 'routes', 'get you', 'Heading', ""here's""]"
33781064761614336,"Looong day, which ends up with me performing at ""Gullfisken"" tonight @TV2!",[]
43029593397018624,"@Original_Cindy i mean what was u expecting its kim kardashian , but i like it lol","['Cindy', 'kardashian', 'it', 'lol', 'like', 'i like it', 'kim kardashian', 'expecting', 'kim', 'mean']"
49937172953960448,Unlucky. Need to turn it around vs fener,"['around', 'it', 'Unlucky', 'turn', 'vs', 'turn it around', 'fener']"
7816821830848512,I was happy to welcome Her Majesty Queen Elizabeth II to the UAE.We share a strong relationship w Britain based on friendship &common goals,"['on', 'Her Majesty Queen Elizabeth II', 'Queen', 'Her', 'Majesty', 'friendship', 'on friendship', 'welcome', 'share', 'Britain', 'II', 'Elizabeth', 'Queen Elizabeth II', 'relationship', 'common', 'w', 'strong', 'UAE', 'goals', 'happy']"
50243147502059520,SocialVibe Raises $20M for Engagement Ads in Social Apps - http://on.mash.to/hpwb6L,"['Apps', 'Engagement', '20M', 'Ads', 'SocialVibe']"
49959903141445632,"Prepping for @nbcnightlynews here in Santiago, reporting on WH handling of Libya situation.","['Santiago', 'handling', 'Libya', 'reporting', 'here', 'WH', 'situation', 'Prepping']"
43667055618162688,Good web design - everything cannot be of equal importance on your pages. Give each page a focus otherwise it will look cluttered.,"['web', 'Good', 'look', 'web design', 'focus', 'equal', 'page', 'will', 'everything', 'design', 'pages']"
13848292421,                    http://tinyurl.com/365ztmt,[]
49924619209162752,Too funny... My sister is so protective of me... She gets SO mad if she even THINKS I'm upset or sad. Ready to kick someone's ass! Lol.,[]
49270714062209025,@latanyawade Good! Thx! U gotta let me know when u in the A or the H :),[]
43697536430637056,65 turned up for my 1st class. 3 turned up for my final one.,[]
48448177854103553,"Waking up in Vancouver is like a fresh face over breakfast. Listening --&gt; ""Matches"" by Wildlife. Saw them play twice this week, gonna b HUGE","['play', 'week', 'Wildlife', 'HUGE', 'Matches', 'this week', 'up', 'face', 'this', 'Vancouver', 'Waking up', 'Listening', 'fresh', 'breakfast', 'Waking', 'Saw']"
49872471620460544,"It was a pool report typo. Here is exact Rhodes quote: ""this is not gonna be a couple of weeks. It will be a period of days.""","['Rhodes', 'period', 'Here', 'will', 'typo', 'quote', 'report', 'weeks', 'pool report', 'exact', 'pool']"
48222416433975296,"Tough loss. We have to get it together, now we have to focus on the next game on Friday.","['Tough loss', 'loss', 'We', 'on', 'Tough', 'get', 'Friday', 'get it together', 'it', 'together', 'focus', 'next', 'game', 'game on', 'together now', 'now']"
43777271185670144,@Mark_McGee Hello Mark - as always...thank you for the #ff. Have a great weekend :),[]
49985084354334720,#100factsaboutme I LOVE SEX & THE CITY... This episode on E! Right now is soothing my soul. Lol.,"['CITY', 'Right', 'episode', 'Right now', 'soul', 'Lol', 'SEX', 'LOVE', 'THE', 'now', 'THE CITY']"
10417891518189568,      2022.             ,[]
43658543689244672,"Brighten up your lunch with Jenny Silver's ""Something in your eyes"" [youtube] http://www.youtube.com/watch?v=5wEJyukCYpw  #mel2011","['eyes', 'your', 'Jenny', 'in', 'youtube', 'Brighten', 'up', 'lunch', 'Something', 'Jenny Silver', 'Silver']"
49954079643942912,"RT @TeamFreshness: #MusicMonday ""Look At Me Now (Fresh Remix)"" by. @SkyeTunes @NICQUEENCOLE @crystalisbarbie http://t.co/OMRL8l8",[]
43714309146161153,@JFN1985 50:50 :P,[]
44406555688435713,NORWAY!!! NORTHUG!!!!,"['NORTHUG', 'NORWAY']"
43670825089499136,"Anyway, best make a move to my next two classes.  I will be guarding these sheets today *casts evil eyes over students*",[]
49953960185958400,"RT @TeamFreshness: Checkout the Behind The Scenes Of ""That Girl Sticking"" By. @LaLahMusic Feat. (cont) http://tl.gd/9dh230","['RT', 'cont', 'That', 'Feat', 'That Girl', 'Scenes', 'Behind The Scenes', 'Behind', 'The', 'Checkout', 'Girl']"
46669957492252673,@alexiniguez Happy Birthday bro... Stapp,"['bro', 'Birthday', 'Happy', 'Stapp', 'Happy Birthday']"
43424236634771456,@MartianFatale its on http://www.cicisnap.com/,[]
49878462353256449,The Sammy Hagar aliens story would make more sense if the aliens swapped him out for David Lee Roth.,"['story', 'Lee', 'Roth', 'aliens', 'David Lee Roth', 'David', 'Sammy Hagar', 'sense', 'Hagar', 'Sammy', 'out', 'him', 'if']"
49891990816563200,Bohemian Rhapsody on ukelele :) http://goo.gl/fb/KB9FD,"['Bohemian Rhapsody', 'Bohemian', 'Rhapsody', 'ukelele']"
49869159814803458,"Just last night, the WH was saying the handoff would be in ""days not weeks.""","['last', 'handoff', 'WH', 'night', 'last night', 'weeks']"
50075432497852416,RT @Marrrriana: @AFineFrenzy I love coming to visit this abandoned train/trolly/bus thing in a near woodsy area close to my home ( http: ...,"['RT', 'love', 'abandoned', 'area', 'bus', 'visit', 'thing', 'train', 'my', 'home', 'close', 'my home']"
43304436877115392,"#americanidol my top 5 girls PIA ,LAUREN,KAREN,HALEY,KENDRA","['top 5', 'KENDRA', 'HALEY', 'PIA', 'top', 'girls', 'KAREN', '5', 'americanidol', 'LAUREN', '5 girls']"
43629512814100480,Wholesale Suppliers & UK Wholesalers - UK Wholesale Directory http://lnkd.in/5BPY8X,"['Directory', 'Wholesale', 'Suppliers', 'Wholesalers', 'UK']"
49625228661374977,@ThatDancer I  Pinkberry!,['Pinkberry']
50233878044094464,#NATO to enforce arms embargo against #Libya - http://bit.ly/han5jz  #Gaddafi,"['embargo', 'arms embargo', 'Libya', 'arms', 'NATO', 'Gaddafi']"
45506571496730624,New vlog: We Stand Prepared - http://bit.ly/gscxuP #NATO #Libya #Gaddafi #UN,"['We', 'Libya', 'vlog', 'UN', 'NATO', 'Stand', 'Gaddafi']"
50233303567056897,HOW TO: Get the Most Out of Google AdWords - http://bit.ly/h6s39l by @matt_silverman,"['Google', 'TO', 'matt_silverman', 'AdWords', 'HOW TO', 'HOW', 'Google AdWords', 'Out']"
47632880251318272,My Big Digital Day has new tickets on sale with the red hot @profbriancox amongst my speakers http://t.co/1DN8pAr http://t.co/UZvNb89,[]
48813192033472512,Obama: U.S. is not going to put U.S. forces in #Libya,"['Libya', 'forces', 'Obama']"
45911529283010560,Everyone has been asking what I've been up to... the billboard article below pretty much explains it all! Be... http://fb.me/QmbtXPcN,[]
48813381515345920,"If Ghadafi does not comply with the [UN] resolution ... the resolution will be enforced through military action, Obama says","['military action', 'will', 'UN', 'UN resolution', 'action', 'military', 'Obama', 'resolution', 'If']"
34306079554801664,Getting ready to leave for Canada tomorrow! Going on vacation to see my snowboarder boy! Cant wait!,"['Canada', 'boy', 'snowboarder', 'Getting', 'vacation', 'leave', 'Cant', 'ready', 'tomorrow', 'wait']"
48468297364148224,Obama says he doesn't expect harmful levels of radiation to hit the U.S. ... public health experts say no precautionary measures needed,"['hit', 'public health', 'measures', 'radiation', 'harmful', 'say', 'levels', 'health', 'expect', 'experts', 'public', 'Obama']"
47394746603282432,"in honor of pi day, let's all act irrationally. shampoo with toothpaste! bring a lawnmower to the beach and cut some sand!","['cut', 'toothpaste', 'shampoo', 'day', 'sand', 'pi day', 'act', 'lawnmower', 'pi', 'beach', 'honor']"
19176491463999488,The pen is mightier than the sword.,"['pen is mightier than the sword', 'is', 'pen', 'sword', 'the', 'than']"
48449783085539328,Can't take no more uh these big boy hours. Thanks to all who participated in EO's Magical Canadian Birthday Week. Partied out. LA bound.,[]
43421842723188736,"@MartianFatale have you heard black widow its rumoured to be on femme fatale , or isit an old track?",[]
43064884929363968,RT @henryholland: Don't know about anyone one else but I fancy getting absolutely Christina Aguilera'd tonight.,"['RT', 'Aguilera', 'Christina Aguilera', 'Don', 'getting', 'absolutely', 'Christina', 'fancy', 'else', 'anyone', 'tonight', 'one']"
48465971043778560,"Are you a college kid who likes drinking, dressing up, and making irish immigrants roll in their graves? Then St. Patrick's Day is for you!","['irish', 'immigrants', 'in', 'for', 'roll', 'who', 'up', 'for you', 'dressing up', 'irish immigrants', 'St', ""St Patrick's Day"", 'college', 'likes', 'dressing', 'graves', 'you', 'kid', 'Day', 'drinking', 'Are']"
